mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-756708,CaPrO3,20,Ca1 Pr1 O3,6.1052,6.322415,8.446265,90,90,90,ortho,Pnma,3.9994326,-7.341417979,-3.012427108,0.175380001,FALSE,4.665157858,0.0195,FALSE,326.0225186,,
mp-4784,CaPtO3,10,Ca1 Pt1 O3,3.149575091,5.196789837,7.36890555,89.99999908,90.0000026,107.6372847,ortho,Cmcm,0,-6.575624937,-1.991501694,0.010547282,FALSE,8.18146661,1.2953,FALSE,114.9423683,"{'voigt': 148.396, 'reuss': 146.242, 'vrh': 147.319}","{'voigt': 73.095, 'reuss': 63.853, 'vrh': 68.474}"
mp-989606,CaReN3,20,Ca1 Re1 N3,7.343440263,7.343440263,6.214030245,75.07436504,75.07436504,83.70051548,mono,C2/c,0,-8.6288227,-0.735113235,0,TRUE,5.702247562,1.8813,FALSE,312.5301702,,
mp-1016833,CaRhO3,5,Ca1 Rh1 O3,3.954209,3.954209,3.954209,90,90,90,cubic,Pm-3m,1.3301973,-6.678481974,-1.835723821,0.257332476,FALSE,5.129345955,0,FALSE,61.82709777,,
mp-1078659,CaRhO3,10,Ca1 Rh1 O3,3.113141821,5.142154487,7.29758608,90.00054491,90.00018984,107.6181484,ortho,Cmcm,1.9944838,-6.93581445,-2.093056297,0,TRUE,5.69654425,0,FALSE,111.3420909,,
mp-1181917,CaRhO3,20,Ca1 Rh1 O3,5.30813379,5.58872343,7.62858879,90,90,90,ortho,Pnma,3.9806026,-6.910787965,-2.068029812,0.025026485,FALSE,5.605342568,0,FALSE,226.307363,,
mp-1193602,CaRhO3,30,Ca1 Rh1 O3,3.1331254,8.874790776,12.45363577,104.1440927,90,90,mono,P2_1/m,0.1026814,-6.930684087,-2.087925934,0.005130363,FALSE,5.666693199,0,FALSE,335.7858589,,
mp-1016835,CaRuO3,5,Ca1 Ru1 O3,3.929544,3.929544,3.929544,90,90,90,cubic,Pm-3m,1.9167293,-7.286232304,-2.061455217,0.165233398,FALSE,5.176309671,0,FALSE,60.67733083,,
mp-20947,CaRuO3,20,Ca1 Ru1 O3,5.35225118,5.54761917,7.67012603,90,90,90,ortho,Pnma,7.9989245,-7.451465702,-2.226688614,0,TRUE,5.516467738,0,FALSE,227.7433092,,
mp-1340624,CaSbO3,20,Ca1 Sb1 O3,8.156452,5.723962,5.924502994,89.74867931,90,90,mono,P2_1/m,2.14E-05,-6.632514746,-2.436817919,0.110777845,FALSE,5.038992705,0,FALSE,276.5959215,,
mp-1377563,CaSbO3,20,Ca1 Sb1 O3,5.682461,5.900124,8.164977,90,90,90,ortho,Pnma,0.0167741,-6.624212062,-2.428515235,0.119080529,FALSE,5.091396657,0,FALSE,273.7490171,,
mp-1183534,CaScO3,5,Ca1 Sc1 O3,4.084749,4.084749,4.084749,90,90,90,cubic,Pm-3m,1.0012219,-7.706464766,-3.070074366,0.240475434,FALSE,3.241227075,0,FALSE,68.15474942,,
mp-557997,CaSeO3,20,Ca1 Se1 O3,6.393451796,6.694465492,6.80623043,90,90,102.6581409,mono,P2_1/c,0,-6.376005911,-2.306927036,0,TRUE,3.90344177,4.2602,FALSE,284.2313548,,
mp-754140,CaSeO3,20,Ca1 Se1 O3,5.38834087,6.42879274,8.34205588,90,90,90,ortho,Pnma,0,-6.354179966,-2.285101091,0.021825945,FALSE,3.839388938,4.2625,FALSE,288.9732092,,
mp-1068653,CaSi3Ir,5,Ca1 Si3 Ir1,5.762805691,5.762805691,5.762805691,137.3753047,137.3753047,61.8611082,tet,I4mm,0,-6.058008302,-0.634010672,0,TRUE,6.059767464,0,FALSE,86.74361442,,
mp-1069604,CaSi3Pt,5,Ca1 Si3 Pt1,5.759354076,5.759354076,5.759354076,136.9076574,136.9076574,62.58016051,tet,I4mm,0,-17.65388211,-0.684421231,0,TRUE,6.022340465,0,FALSE,88.07321688,"{'voigt': 104.693, 'reuss': 103.143, 'vrh': 103.918}","{'voigt': 48.137, 'reuss': 47.502, 'vrh': 47.82}"
mp-1181886,CaSiO3,20,Ca1 Si1 O3,6.251087412,6.251087412,6.251087412,109.4712206,109.4712206,109.4712206,cubic,Im-3,0,-7.659261848,-3.204301662,0.243746552,FALSE,4.103242866,3.5566,FALSE,188.0376543,,
mp-17552,CaSiO3,30,Ca1 Si1 O3,6.909451753,6.909451753,10.61770469,71.70554429,71.70554429,60.25371636,mono,C2/c,0.0008849,-7.882680439,-3.427720254,0.020327961,FALSE,2.822143676,4.7336,FALSE,410.0947288,,
mp-3382,CaSiO3,10,Ca1 Si1 O3,5.092994,5.092994,3.624191,90,90,90,tet,P4/mbm,1.50E-06,-7.659278372,-3.204318187,0.243730028,FALSE,4.103785435,3.5146,FALSE,94.00639676,"{'voigt': 215.173, 'reuss': 215.043, 'vrh': 215.108}","{'voigt': 156.808, 'reuss': 132.558, 'vrh': 144.683}"
mp-3387,CaSiO3,10,Ca1 Si1 O3,5.115179346,5.115179346,5.115179346,120.4727606,120.4727606,89.18308661,tet,I4/mcm,0,-7.661693698,-3.206733513,0.241314702,FALSE,4.106169038,3.6891,TRUE,93.95182669,"{'voigt': 214.907, 'reuss': 214.874, 'vrh': 214.891}","{'voigt': 127.585, 'reuss': 117.164, 'vrh': 122.375}"
mp-4356,CaSiO3,20,Ca1 Si1 O3,6.250552208,6.250552208,6.250552208,109.4712206,109.4712206,109.4712206,cubic,Im-3,0,-7.659303525,-3.20434334,0.243704875,FALSE,4.104296977,3.5299,FALSE,187.9893604,,
mp-4428,CaSiO3,30,Ca1 Si1 O3,6.740481,6.786039015,9.41212948,69.27390832,83.66219587,75.81084709,tri,P-1,4.80E-06,-7.880057129,-3.425096944,0.022951271,FALSE,2.965709944,4.7337,TRUE,390.2425616,"{'voigt': 78.325, 'reuss': 75.172, 'vrh': 76.748}","{'voigt': 42.776, 'reuss': 36.854, 'vrh': 39.815}"
mp-4429,CaSiO3,30,Ca1 Si1 O3,7.084383563,7.325270901,7.933160089,103.3979812,95.28069284,90.04923166,tri,P-1,0,-7.9030084,-3.448048215,0,TRUE,2.902926206,4.8413,FALSE,398.6826269,"{'voigt': 93.408, 'reuss': 91.691, 'vrh': 92.549}","{'voigt': 49.832, 'reuss': 45.415, 'vrh': 47.623}"
mp-4853,CaSiO3,20,Ca1 Si1 O3,6.249192301,6.249192301,6.249192301,109.4034919,109.4034919,109.6067632,tet,I4/mmm,0.000331,-7.659283792,-3.204323607,0.243724608,FALSE,4.106994251,3.7242,FALSE,187.8658981,,
mp-5096,CaSiO3,10,Ca1 Si1 O3,5.098644724,5.098644724,5.098644724,119.929382,119.6868353,90.33281573,ortho,Imma,0,-7.661885077,-3.206924892,0.241123323,FALSE,4.104358864,3.6753,TRUE,93.99326291,,
mp-560885,CaSiO3,20,Ca1 Si1 O3,5.101694,5.115749,7.206447,90,90,90,ortho,Pnma,0,-7.661765491,-3.206805305,0.241242909,FALSE,4.10229811,3.7183,TRUE,188.0809592,,
mp-561086,CaSiO3,60,Ca1 Si1 O3,6.917114322,6.917114322,19.79627122,89.67195844,89.67195844,120.1103671,mono,C2/c,0.0001083,-7.882777689,-3.427817504,0.020230711,FALSE,2.825153217,4.708,TRUE,819.3157372,,
mp-5733,CaSiO3,60,Ca1 Si1 O3,7.32539354,7.084213615,15.43457976,84.53615567,90,90,mono,P2_1/c,0,-7.902994124,-3.448033939,1.43E-05,FALSE,2.903043911,5.1355,FALSE,797.3329242,"{'voigt': 93.095, 'reuss': 91.586, 'vrh': 92.34}","{'voigt': 49.302, 'reuss': 45.243, 'vrh': 47.273}"
mp-5893,CaSiO3,5,Ca1 Si1 O3,3.607964,3.607964,3.607964,90,90,90,cubic,Pm-3m,7.78E-05,-7.658790582,-3.203830397,0.244217818,FALSE,4.107007255,3.4579,FALSE,46.96632582,"{'voigt': 216.044, 'reuss': 216.044, 'vrh': 216.044}","{'voigt': 160.495, 'reuss': 139.845, 'vrh': 150.17}"
mp-649676,CaSiO3,60,Ca1 Si1 O3,9.57996,8.363182,14.75996888,78.28884122,90,90,mono,P2_1/c,0.0250882,-7.552646999,-3.097686814,0.350361401,FALSE,1.998980788,3.0437,FALSE,1157.936336,,
mp-1182670,CaSnO3,10,Ca1 Sn1 O3,13.06997291,9.534047113,6.457878441,138.0015188,160.9388728,42.29965163,tri,P-1,0.000127,-5.779489395,-1.607678445,1.086876602,FALSE,3.963406029,0.7363,FALSE,173.2734729,,
mp-4190,CaSnO3,10,Ca1 Sn1 O3,6.015841627,6.015841561,6.015841484,54.58886767,54.58886888,54.5888649,trig,R-3,0,-6.851495226,-2.679684276,0.014870771,FALSE,5.10468424,2.9379,FALSE,134.5339094,,
mp-4438,CaSnO3,20,Ca1 Sn1 O3,5.52398931,5.6962779,7.90708393,90,90,90,ortho,Pnma,0,-6.866365997,-2.694555047,0,TRUE,5.520396787,2.3301,FALSE,248.8057122,"{'voigt': 143.643, 'reuss': 143.103, 'vrh': 143.373}","{'voigt': 77.906, 'reuss': 77.316, 'vrh': 77.611}"
mp-546910,CaSnO3,5,Ca1 Sn1 O3,4.349933,4.349933,4.349933,90,90,90,cubic,Pm-3m,2.0000292,-5.416595548,-1.244784598,1.449770449,FALSE,4.171794879,0,FALSE,82.30907164,,
mp-7986,CaSnO3,5,Ca1 Sn1 O3,4.066424,4.066424,4.066424,90,90,90,cubic,Pm-3m,0.001027,-6.656275544,-2.484464594,0.210090453,FALSE,5.106609752,1.3905,FALSE,67.24159085,"{'voigt': 149.034, 'reuss': 149.034, 'vrh': 149.034}","{'voigt': 85.13, 'reuss': 81.284, 'vrh': 83.207}"
mp-1054609,CaSnS3,15,Ca1 Sn1 S3,6.837030789,6.837031,10.36528592,70.74310149,70.74310098,59.99999414,trig,R-3m,5.80E-06,-4.703986516,-1.017936428,0.369143225,FALSE,3.27384878,0,FALSE,387.9921718,,
mp-1100323,CaSnS3,20,Ca1 Sn1 S3,6.87389998,6.87389998,12.252586,90,90,119.9999998,hex_,P6_3/mmc,0.0008729,-4.619688877,-0.933638789,0.453440865,FALSE,3.377967806,0,FALSE,501.3774638,,
mp-1100325,CaSnS3,5,Ca1 Sn1 S3,4.676422,4.676422,6.142467,90,90,90,tet,P4mm,0.0133886,-4.847989588,-1.1619395,0.225140153,FALSE,3.152028257,0,FALSE,134.3291361,,
mp-1100328,CaSnS3,15,Ca1 Sn1 S3,7.724498,7.747260026,7.747260026,120.0000002,90,90,hex_,P-6m2,0.0018814,-4.845566586,-1.159516498,0.227563155,FALSE,3.163620765,0.0001,TRUE,401.5107349,,
mp-1100329,CaSnS3,10,Ca1 Sn1 S3,3.957213051,7.731143548,8.111719,90,90,104.8285044,ortho,Cmcm,0.0007144,-4.912291366,-1.226241278,0.160838375,FALSE,3.529833715,0.111,TRUE,239.9032175,,
mp-1100330,CaSnS3,30,Ca1 Sn1 S3,9.313431,9.605147245,10.34168933,103.555434,96.07033638,90.11763806,tri,P-1,8.25E-05,-4.964158505,-1.278108417,0.108971237,FALSE,2.841746956,1.7213,FALSE,893.9766404,,
mp-1100334,CaSnS3,5,Ca1 Sn1 S3,3.922771,5.821185788,5.821185788,91.80996881,90,90,ortho,Amm2,2.10E-06,-4.597851624,-0.911801536,0.475278117,FALSE,3.186846749,0,FALSE,132.861498,,
mp-1100335,CaSnS3,30,Ca1 Sn1 S3,8.607266,8.745713549,11.84583591,69.62833062,83.86262972,76.54816311,tri,P-1,0.0015329,-4.982966499,-1.296916411,0.090163242,FALSE,3.126022249,1.8767,TRUE,812.6798834,,
mp-1100340,CaSnS3,20,Ca1 Sn1 S3,5.364158,6.700657,14.315411,90,90,90,ortho,P2_12_12_1,0.004626,-4.956830102,-1.270780014,0.116299639,FALSE,3.291527935,1.584,FALSE,514.5442983,,
mp-1100343,CaSnS3,20,Ca1 Sn1 S3,10.024154,5.023836,10.01710818,89.1707327,90,90,mono,Pm,0.0001641,-4.77116527,-1.085115182,0.301964471,FALSE,3.357687373,0,FALSE,504.4057839,,
mp-1100344,CaSnS3,40,Ca1 Sn1 S3,6.805764419,6.805764419,25.424554,90,90,120.0000041,hex_,P6_3/mmc,0.0152094,-4.696124967,-1.010074879,0.377004774,FALSE,3.321333837,0,FALSE,1019.853477,,
mp-1100345,CaSnS3,10,Ca1 Sn1 S3,9.368545,4.133447,6.509038,89.99948946,90,90,mono,P2_1,0.0031326,-4.96440673,-1.278356642,0.108723011,FALSE,3.359610981,0.3714,FALSE,252.0584884,,
mp-1100357,CaSnS3,25,Ca1 Sn1 S3,6.964365573,6.964365573,15.34578563,86.94957343,86.94957343,58.02128904,mono,C2/m,0.0054184,-4.817880484,-1.131830396,0.255249258,FALSE,3.359404695,0,FALSE,630.1849156,,
mp-1100358,CaSnS3,40,Ca1 Sn1 S3,7.687584,9.261235424,15.56159277,98.72342962,90,90,mono,P2_1/c,0.0021511,-4.9202409,-1.234190813,0.152888841,FALSE,3.093076714,1.3995,TRUE,1095.114727,,
mp-1100365,CaSnS3,20,Ca1 Sn1 S3,4.781983,7.854605,14.032504,90,90,90,ortho,Pmc2_1,0.0022672,-4.813180242,-1.127130154,0.2599495,FALSE,3.213311017,0,FALSE,527.0690955,,
mp-1100371,CaSnS3,30,Ca1 Sn1 S3,7.27401964,7.27401964,17.73715,90,90,124.0716124,ortho,Cmcm,0.0002992,-4.82186684,-1.135816752,0.251262901,FALSE,3.26791844,0.2672,TRUE,777.3925339,,
mp-1100375,CaSnS3,60,Ca1 Sn1 S3,9.609362,9.33216,20.06121228,84.50911266,90,90,mono,P2_1/c,0.0790826,-4.964343833,-1.278293746,0.108785908,FALSE,2.837298594,1.7351,TRUE,1790.756463,,
mp-1100379,CaSnS3,60,Ca1 Sn1 S3,8.841258594,8.841258594,25.19747835,89.67706098,89.67706098,120.2942591,mono,C2/c,0.0356688,-4.931923421,-1.245873334,0.14120632,FALSE,2.98778205,1.4208,TRUE,1700.562728,,
mp-1100381,CaSnS3,80,Ca1 Sn1 S3,13.84484946,13.84484946,13.84484946,109.1657836,109.1657836,110.0838371,tet,I4_1/a,0.001802,-5.006154678,-1.32010459,0.066975064,FALSE,3.316460042,0.8107,FALSE,2042.704462,,
mp-1100389,CaSnS3,10,Ca1 Sn1 S3,19.95751509,19.95751509,18.68372545,64.10242937,64.10242937,60.40825683,mono,C2,11.5698615,-2.199625215,1.486424873,2.873504526,FALSE,0.151652864,0.0442,TRUE,5583.926636,,
mp-1238933,CaSnS3,20,Ca1 Sn1 S3,7.08728,7.120834,9.419872,90,90,90,ortho,Pmc2_1,0.0003046,-4.940064181,-1.254014093,0.133065561,FALSE,3.562581933,0.8479,TRUE,475.3959243,,
mp-1331908,CaSnS3,100,Ca1 Sn1 S3,14.572635,14.572635,13.172062,90,90,90,tet,P4_3,0.0050021,-4.909608569,-1.223558481,0.163521172,FALSE,3.027334281,0.2654,FALSE,2797.241358,,
mp-866471,CaSnS3,20,Ca1 Sn1 S3,9.064421627,9.064421627,9.064421627,60,60,60,cubic,Fd-3m,0.0003204,-4.755272995,-1.069222907,0.317856747,FALSE,3.215992433,0,FALSE,526.6296382,,
mp-866495,CaSnS3,20,Ca1 Sn1 S3,8.111912,7.874281,8.694372711,64.97509843,90,90,mono,P2_1/c,0.0007712,-4.910440429,-1.224390341,0.162689312,FALSE,3.365582776,0.6333,FALSE,503.222486,,
mp-866504,CaSnS3,30,Ca1 Sn1 S3,7.025877,8.89425,12.55139284,76.64411143,90,90,mono,P2_1,0.0046593,-4.890827037,-1.204776949,0.182302704,FALSE,3.329028126,0.6837,FALSE,763.122239,,
mp-866505,CaSnS3,100,Ca1 Sn1 S3,13.212776,14.581803,14.581803,90,90,90,tet,P4_1,0,-4.909101756,-1.223051669,0.164027985,FALSE,3.014211997,0.3011,FALSE,2809.419067,,
mp-866519,CaSnS3,10,Ca1 Sn1 S3,6.794789141,6.794789141,6.794789174,62.78629783,62.78629783,62.78629644,trig,R-3c,0.0003806,-4.877091551,-1.191041463,0.19603819,FALSE,3.59475758,0.398,TRUE,235.5703957,,
mp-866565,CaSnS3,40,Ca1 Sn1 S3,9.974729,9.974729,9.974729,90,90,90,cubic,P2_13,0.0002675,-4.838222575,-1.152172487,0.234907167,FALSE,3.413084142,0.4264,FALSE,992.4378426,,
mp-866606,CaSnS3,60,Ca1 Sn1 S3,7.033019,8.879264,25.0187013,76.81606831,90,90,mono,P2_1/c,0.0020062,-4.897321816,-1.211271728,0.175807926,FALSE,3.340091354,0.6984,FALSE,1521.18917,,
mp-866629,CaSnS3,90,Ca1 Sn1 S3,12.322445,13.00183032,17.19045021,100.8957702,86.54603308,114.5128235,tri,P-1,0.0499758,-4.88934299,-1.203292903,0.183786751,FALSE,3.097819471,0,FALSE,2460.235744,,
mp-866787,CaSnS3,120,Ca1 Sn1 S3,7.19223993,16.58966631,27.99056523,86.39820362,82.61845506,77.48068326,mono,C2/c,7.94E-05,-4.871731295,-1.185681207,0.201398447,FALSE,3.144899439,1.2199,FALSE,3231.207161,,
mp-866811,CaSnS3,20,Ca1 Sn1 S3,3.843456,8.306908,13.790834,90,90,90,ortho,Pnma,0.0005426,-4.99929201,-1.313241922,0.073837732,FALSE,3.846524209,0.8249,FALSE,440.3032034,,
mp-866816,CaSnS3,5,Ca1 Sn1 S3,5.011115,5.011115,5.011115,90,90,90,cubic,Pm-3m,0.0148375,-4.59286501,-0.906814922,0.480264731,FALSE,3.364784196,0,FALSE,125.8354795,,
mp-866820,CaSnS3,5,Ca1 Sn1 S3,5.205274,5.205274,5.205274,90,90,90,cubic,Pm-3m,2.004433,-4.067921308,-0.38187122,1.005208433,FALSE,3.002130303,0,FALSE,141.0362609,"{'voigt': 33.29, 'reuss': 33.29, 'vrh': 33.29}","{'voigt': -0.855, 'reuss': -77.303, 'vrh': -39.079}"
mp-866826,CaSnS3,10,Ca1 Sn1 S3,7.340340541,7.340340541,7.340340401,54.81415603,54.81415603,54.81415303,trig,R-3,0.0003628,-5.000754142,-1.314704054,0.072375599,FALSE,3.443850544,1.6173,FALSE,245.8929198,,
mp-866833,CaSnS3,10,Ca1 Sn1 S3,6.711314505,6.711314505,6.351312,90,90,120.000005,hex_,P6_3/mmc,0.0003359,-4.683644213,-0.997594125,0.389485528,FALSE,3.418071003,0,FALSE,247.7474766,,
mp-866844,CaSnS3,20,Ca1 Sn1 S3,6.730638,7.06358,9.634918,90,90,90,ortho,Pnma,0.0012443,-4.96161246,-1.275562372,0.111517281,FALSE,3.69735534,0.9076,TRUE,458.0671252,,
mp-866845,CaSnS3,10,Ca1 Sn1 S3,6.959651013,6.959651013,6.959651013,120.6806086,119.5320966,89.81877747,ortho,Ima2,5.93E-05,-4.908704038,-1.22265395,0.164425703,FALSE,3.558760262,0.6919,FALSE,237.9532206,,
mp-866850,CaSnS3,10,Ca1 Sn1 S3,6.484474653,6.484474653,9.421745,90,90,146.0444565,ortho,Cmcm,3.31E-05,-4.984162966,-1.298112878,0.088966775,FALSE,3.826905443,0.4247,FALSE,221.2802167,,
mp-866894,CaSnS3,5,Ca1 Sn1 S3,5.703389096,5.703389096,4.12008,90,90,100.9674635,ortho,Amm2,1.60E-06,-4.578066252,-0.892016164,0.495063489,FALSE,3.218060693,0,FALSE,131.5727928,,
mp-866917,CaSnS3,5,Ca1 Sn1 S3,4.952503977,4.952503977,5.398577,90,90,109.8281032,ortho,Amm2,0.0001266,-4.778053584,-1.092003496,0.295076157,FALSE,3.399174941,0,FALSE,124.5623542,,
mp-866936,CaSnS3,20,Ca1 Sn1 S3,6.551173,6.915074,10.30842,90,90,90,ortho,Pnma,0.0009971,-4.8596793,-1.173629212,0.213450442,FALSE,3.626705661,0.2488,TRUE,466.9904562,,
mp-866941,CaSnS3,20,Ca1 Sn1 S3,10.208588,7.359663,7.423239505,80.65087032,90,90,mono,P2_1/c,3.01E-05,-4.989766731,-1.303716643,0.08336301,FALSE,3.077589717,1.3663,TRUE,550.312773,,
mp-866951,CaSnS3,15,Ca1 Sn1 S3,10.2062448,10.2062448,10.20624455,38.69621169,38.69621169,38.69620872,trig,R-3m,0.3175853,-4.637990931,-0.951940843,0.435138811,FALSE,3.400895164,0,FALSE,373.498046,,
mp-867022,CaSnS3,30,Ca1 Sn1 S3,6.993941,10.74142788,12.55781037,110.2286632,90.25348304,92.72687907,tri,P1,0.0034057,-4.887189198,-1.201139111,0.185940543,FALSE,2.873838793,1.1208,FALSE,883.9937033,,
mp-867047,CaSnS3,60,Ca1 Sn1 S3,16.05072377,16.05072377,16.18866693,65.63586428,65.63586428,25.54315541,mono,C2,7.46E-05,-4.860332518,-1.174282431,0.212797223,FALSE,3.118037413,0,FALSE,1629.522074,,
mp-867053,CaSnS3,90,Ca1 Sn1 S3,11.726225,13.59435595,16.41044599,97.2050274,92.21788564,105.6627519,tri,P1,0.0022827,-4.851595038,-1.16554495,0.221534704,FALSE,3.058640898,0,FALSE,2491.749259,,
mp-989634,CaTcN3,20,Ca1 Tc1 N3,7.398940414,7.398940414,6.239396578,74.76614251,74.76614251,84.13079003,mono,C2/c,0.0011744,-12.63907916,-0.56123761,0.012092533,FALSE,3.764292066,1.4065,FALSE,317.7861076,,
mp-989638,CaTcN3,10,Ca1 Tc1 N3,3.638906312,6.367023437,6.437673752,105.0711329,90.00000126,106.6044106,mono,C2/m,0,-12.65117169,-0.573330142,0,TRUE,4.347663338,0.474,FALSE,137.5727179,,
mp-1188853,CaTcO3,20,Ca1 Tc1 O3,5.42016857,5.59445017,7.74489509,90,90,90,ortho,Pnma,12.0039714,-7.917140687,-2.475116318,0,TRUE,5.262767384,0,FALSE,234.8473926,,
mp-998432,CaTcO3,5,Ca1 Tc1 O3,3.927182918,3.938709003,3.948519327,89.75916015,89.87527471,89.96474488,mono,Cm,0.026686,-7.80810074,-2.366076372,0.109039947,FALSE,5.059126951,0,FALSE,61.07512273,,
mp-998525,CaTcO3,5,Ca1 Tc1 O3,3.937865147,3.937865147,3.938709907,89.86167546,89.86167546,89.87528429,tet,P4mm,0.0418599,-7.808188792,-2.366164424,0.108951895,FALSE,5.05903642,0,FALSE,61.07621567,,
mp-998543,CaTcO3,10,Ca1 Tc1 O3,5.499367206,5.499367206,5.499367246,60.72498468,60.72498468,60.72498979,trig,R3c,3.1005888,-7.887651867,-2.445627499,0.02948882,FALSE,5.170101151,0,FALSE,119.5283382,,
mp-1195263,CaTeO3,40,Ca1 Te1 O3,6.551254,8.23491,13.777608,90,90,90,ortho,Pca2_1,0.005163,-6.382548633,-2.383990875,0.027080403,FALSE,3.854643237,3.5191,TRUE,743.2879959,,
mp-1228456,CaTeO3,90,Ca1 Te1 O3,10.506707,11.45506331,14.27644869,77.99911869,84.79612879,72.86985758,tri,P-1,0.0003863,-6.39413501,-2.395577252,0.015494026,FALSE,4.015677188,3.1072,FALSE,1605.332626,,
mp-1366217,CaTeO3,100,Ca1 Te1 O3,12.11414408,12.11414408,11.07393812,90,90,90,tet,P4_1,0,-6.409629036,-2.411071278,0,TRUE,4.407514549,2.895,FALSE,1625.127958,,
mp-17008,CaTeO3,30,Ca1 Te1 O3,5.69158575,8.463031369,11.34300822,69.753312,90,90,mono,P2_1,0,-6.393877247,-2.395319489,0.015751788,FALSE,4.191933759,3.2993,FALSE,512.6112812,,
mp-2981,CaTeO3,90,Ca1 Te1 O3,10.598158,11.37964547,13.93153641,103.3460035,85.72763984,108.874024,tri,P-1,0.0016406,-6.398094296,-2.399536539,0.011534739,FALSE,4.16733025,2.9607,FALSE,1546.913064,,
mp-560097,CaTeO3,60,Ca1 Te1 O3,5.749993,8.67375,22.94403208,69.12707607,90,90,mono,P2_1/c,0.0003072,-6.396399993,-2.397842235,0.013229043,FALSE,4.019465918,3.2975,FALSE,1069.212965,,
mp-560656,CaTeO3,100,Ca1 Te1 O3,12.272661,12.272661,11.19773,90,90,90,tet,P4_3,0.0097468,-6.406852763,-2.408295005,0.002776273,FALSE,4.246917733,2.9438,FALSE,1686.582027,,
mp-561374,CaTeO3,90,Ca1 Te1 O3,10.455993,11.46656368,14.21803649,78.07817309,85.12928182,72.65453033,tri,P1,0.0001046,-6.396082141,-2.397524383,0.013546894,FALSE,4.050457342,3.1522,FALSE,1591.54808,,
mp-1205364,CaTiO3,20,Ca1 Ti1 O3,5.411361367,5.411361367,7.68509595,90,90,90.60100907,ortho,Cmcm,0,-8.493632547,-3.544637565,0.011449592,FALSE,4.012620645,2.1378,FALSE,225.0289917,,
mp-3442,CaTiO3,10,Ca1 Ti1 O3,5.441143344,5.441143344,5.441143344,120.8454907,120.8454907,88.54170097,tet,I4/mcm,0,-8.487685554,-3.538690572,0.017396586,FALSE,4.016239102,2.2434,FALSE,112.4131252,"{'voigt': 173.502, 'reuss': 169.813, 'vrh': 171.657}","{'voigt': 106.73, 'reuss': 105.494, 'vrh': 106.112}"
mp-4019,CaTiO3,20,Ca1 Ti1 O3,5.37204886,5.46279649,7.63635962,90,90,90,ortho,Pnma,0,-8.50508214,-3.556087157,0,TRUE,4.029259414,2.3053,TRUE,224.0997377,"{'voigt': 172.28, 'reuss': 172.268, 'vrh': 172.274}","{'voigt': 102.735, 'reuss': 101.994, 'vrh': 102.365}"
mp-556003,CaTiO3,10,Ca1 Ti1 O3,5.410401932,5.410401932,5.410401932,119.776557,119.5777824,90.56015927,ortho,Imma,0,-8.493670329,-3.544675347,0.011411811,FALSE,4.012112102,2.1586,FALSE,112.5287573,,
mp-5827,CaTiO3,5,Ca1 Ti1 O3,3.889471,3.889471,3.889471,90,90,90,cubic,Pm-3m,0,-8.440614542,-3.49161956,0.064467598,FALSE,3.836497972,1.8285,FALSE,58.83985762,"{'voigt': 176.478, 'reuss': 176.478, 'vrh': 176.478}","{'voigt': 103.987, 'reuss': 102.77, 'vrh': 103.379}"
mp-754701,CaTiO3,10,Ca1 Ti1 O3,5.92377492,5.92377492,5.923775101,53.59156917,53.59156917,53.59156818,trig,R-3,1.30E-06,-8.476729451,-3.527734469,0.028352689,FALSE,3.61317041,3.5706,TRUE,124.953417,"{'voigt': -78188257228.197, 'reuss': -17328.751, 'vrh': -39094137278.474}","{'voigt': 215128083565.932, 'reuss': -82397.011, 'vrh': 107564000584.46}"
mp-1205521,CaTlBr3,10,Ca1 Tl1 Br3,7.406002468,7.406002468,10.87564125,90,90,146.5703633,ortho,Cmcm,0,-3.773300504,-1.915718184,0,TRUE,4.892994482,3.7234,FALSE,328.6284841,,
mp-998151,CaTlCl3,5,Ca1 Tl1 Cl3,5.400074196,5.400074196,5.397680296,89.98658232,89.98658232,90.02388806,mono,Cm,0,-4.17169119,-2.187154795,0.038755097,FALSE,3.701069691,3.9626,FALSE,157.4006604,,
mp-998787,CaTlCl3,10,Ca1 Tl1 Cl3,4.070888618,7.075985436,10.33872924,90,90,106.7970545,ortho,Cmcm,0,-4.210446287,-2.225909892,0,TRUE,4.086550331,4.2088,FALSE,285.1063936,,
mp-1097061,CaTlF3,5,Ca1 Tl1 F3,4.510864911,4.510864911,4.508624307,89.92703745,89.92703745,89.96285261,mono,Cm,0.0002981,-17.18301116,-3.265298777,0.01810234,FALSE,5.456458649,4.4565,TRUE,91.7408787,,
mp-998150,CaTlF3,5,Ca1 Tl1 F3,4.470460416,4.470460416,4.45005966,90,90,90.34013458,ortho,Amm2,0,-17.16009848,-3.242386097,0.041015021,FALSE,5.628738538,4.4564,TRUE,88.93294789,,
